sequence,grid_row,grid_column,x_m,y_m,z_m,terrain_z_m,altitude_asl_m
366,24,48,705.0,15.0,69.814697265625,49.814697265625,670.270751953125
367,24,49,735.0,15.0,70.74664306640625,50.74664306640625,671.2026977539062
368,25,49,735.0,-15.0,70.04937744140625,50.04937744140625,670.5054321289062
369,26,49,735.0,-45.0,69.15179443359375,49.15179443359375,669.6078491210938
370,27,49,735.0,-75.0,67.765625,47.765625,668.2216796875
371,28,49,735.0,-105.0,65.8343505859375,45.8343505859375,666.2904052734375
372,28,48,705.0,-105.0,63.71112060546875,43.71112060546875,664.1671752929688
373,28,47,675.0,-105.0,61.9556884765625,41.9556884765625,662.4117431640625
374,28,46,645.0,-105.0,60.95733642578125,40.95733642578125,661.4133911132812
375,28,45,615.0,-105.0,60.5869140625,40.5869140625,661.04296875
376,28,44,585.0,-105.0,60.32135009765625,40.32135009765625,660.7774047851562
377,28,43,555.0,-105.0,59.69244384765625,39.69244384765625,660.1484985351562
378,28,42,525.0,-105.0,58.576171875,38.576171875,659.0322265625
379,28,41,495.0,-105.0,57.26654052734375,37.26654052734375,657.7225952148438
380,28,40,465.0,-105.0,56.09893798828125,36.09893798828125,656.5549926757812
381,28,39,435.0,-105.0,55.185302734375,35.185302734375,655.641357421875
382,28,38,405.0,-105.0,54.69757080078125,34.69757080078125,655.1536254882812
383,28,37,375.0,-105.0,54.732421875,34.732421875,655.1884765625
384,28,36,345.0,-105.0,55.1265869140625,35.1265869140625,655.5826416015625
385,28,35,315.0,-105.0,55.75787353515625,35.75787353515625,656.2139282226562
386,28,34,285.0,-105.0,56.340576171875,36.340576171875,656.796630859375
387,28,33,255.0,-105.0,56.5770263671875,36.5770263671875,657.0330810546875
388,28,32,225.0,-105.0,56.25469970703125,36.25469970703125,656.7107543945312
389,28,31,195.0,-105.0,55.45263671875,35.45263671875,655.90869140625
390,28,30,165.0,-105.0,54.4974365234375,34.4974365234375,654.9534912109375
391,28,29,135.0,-105.0,53.67041015625,33.67041015625,654.12646484375
392,28,28,105.0,-105.0,53.1651611328125,33.1651611328125,653.6212158203125
393,28,27,75.0,-105.0,52.773681640625,32.773681640625,653.229736328125
394,28,26,45.0,-105.0,52.0887451171875,32.0887451171875,652.5447998046875
395,28,25,15.0,-105.0,51.03289794921875,31.03289794921875,651.4889526367188
396,28,24,-15.0,-105.0,49.67718505859375,29.67718505859375,650.1332397460938
397,28,23,-45.0,-105.0,48.228515625,28.228515625,648.6845703125
398,28,22,-75.0,-105.0,46.74102783203125,26.74102783203125,647.1970825195312
399,28,21,-105.0,-105.0,44.9530029296875,24.9530029296875,645.4090576171875
400,28,20,-135.0,-105.0,42.83770751953125,22.83770751953125,643.2937622070312
401,28,19,-165.0,-105.0,40.49224853515625,20.49224853515625,640.9483032226562
402,28,18,-195.0,-105.0,38.1728515625,18.1728515625,638.62890625
403,28,17,-225.0,-105.0,36.15374755859375,16.15374755859375,636.6098022460938
404,28,16,-255.0,-105.0,34.4613037109375,14.4613037109375,634.9173583984375
405,28,15,-285.0,-105.0,33.051513671875,13.051513671875,633.507568359375
406,28,14,-315.0,-105.0,31.87689208984375,11.87689208984375,632.3329467773438
407,28,13,-345.0,-105.0,31.26495361328125,11.26495361328125,631.7210083007812
408,28,12,-375.0,-105.0,31.8377685546875,11.8377685546875,632.2938232421875
409,28,11,-405.0,-105.0,33.85211181640625,13.85211181640625,634.3081665039062
410,28,10,-435.0,-105.0,36.46942138671875,16.46942138671875,636.9254760742188
411,28,9,-465.0,-105.0,38.5430908203125,18.5430908203125,638.9991455078125
412,28,8,-495.0,-105.0,39.49273681640625,19.49273681640625,639.9487915039062
413,28,7,-525.0,-105.0,39.65618896484375,19.65618896484375,640.1122436523438
414,28,6,-555.0,-105.0,39.4921875,19.4921875,639.9482421875
415,28,5,-585.0,-105.0,39.3680419921875,19.3680419921875,639.8240966796875
416,28,4,-615.0,-105.0,39.23638916015625,19.23638916015625,639.6924438476562
417,28,3,-645.0,-105.0,39.19671630859375,19.19671630859375,639.6527709960938
418,28,2,-675.0,-105.0,39.13153076171875,19.13153076171875,639.5875854492188
419,28,1,-705.0,-105.0,38.91778564453125,18.91778564453125,639.3738403320312
420,28,0,-735.0,-105.0,38.3521728515625,18.3521728515625,638.8082275390625
421,29,0,-735.0,-135.0,37.12823486328125,17.12823486328125,637.5842895507812
422,30,0,-735.0,-165.0,35.30535888671875,15.30535888671875,635.7614135742188
423,31,0,-735.0,-195.0,32.80938720703125,12.80938720703125,633.2654418945312
424,32,0,-735.0,-225.0,29.93988037109375,9.93988037109375,630.3959350585938
425,32,1,-705.0,-225.0,30.39825439453125,10.39825439453125,630.8543090820312
426,32,2,-675.0,-225.0,30.80078125,10.80078125,631.2568359375
427,32,3,-645.0,-225.0,31.33807373046875,11.33807373046875,631.7941284179688
428,32,4,-615.0,-225.0,32.1126708984375,12.1126708984375,632.5687255859375
429,32,5,-585.0,-225.0,32.88134765625,12.88134765625,633.33740234375
430,32,6,-555.0,-225.0,33.14605712890625,13.14605712890625,633.6021118164062
431,32,7,-525.0,-225.0,32.51611328125,12.51611328125,632.97216796875
432,32,8,-495.0,-225.0,31.39398193359375,11.39398193359375,631.8500366210938
433,32,9,-465.0,-225.0,30.14971923828125,10.14971923828125,630.6057739257812
434,32,10,-435.0,-225.0,29.157958984375,9.157958984375,629.614013671875
435,32,11,-405.0,-225.0,28.67535400390625,8.67535400390625,629.1314086914062
436,32,12,-375.0,-225.0,28.84100341796875,8.84100341796875,629.2970581054688
437,32,13,-345.0,-225.0,29.7899169921875,9.7899169921875,630.2459716796875
438,32,14,-315.0,-225.0,31.30419921875,11.30419921875,631.76025390625
439,32,15,-285.0,-225.0,33.1851806640625,13.1851806640625,633.6412353515625
440,32,16,-255.0,-225.0,35.27069091796875,15.27069091796875,635.7267456054688
441,32,17,-225.0,-225.0,37.3900146484375,17.3900146484375,637.8460693359375
442,32,18,-195.0,-225.0,39.29400634765625,19.29400634765625,639.7500610351562
443,32,19,-165.0,-225.0,40.84344482421875,20.84344482421875,641.2994995117188
444,32,20,-135.0,-225.0,42.3060302734375,22.3060302734375,642.7620849609375
445,32,21,-105.0,-225.0,43.99920654296875,23.99920654296875,644.4552612304688
446,32,22,-75.0,-225.0,45.996337890625,25.996337890625,646.452392578125
447,32,23,-45.0,-225.0,48.12542724609375,28.12542724609375,648.5814819335938
448,32,24,-15.0,-225.0,50.19183349609375,30.19183349609375,650.6478881835938
449,32,25,15.0,-225.0,52.1651611328125,32.1651611328125,652.6212158203125
450,32,26,45.0,-225.0,54.011474609375,34.011474609375,654.467529296875
451,32,27,75.0,-225.0,55.8125,35.8125,656.2685546875
452,32,28,105.0,-225.0,57.67327880859375,37.67327880859375,658.1293334960938
453,32,29,135.0,-225.0,59.5072021484375,39.5072021484375,659.9632568359375
454,32,30,165.0,-225.0,61.24664306640625,41.24664306640625,661.7026977539062
455,32,31,195.0,-225.0,62.814697265625,42.814697265625,663.270751953125
456,32,32,225.0,-225.0,64.147216796875,44.147216796875,664.603271484375
457,32,33,255.0,-225.0,65.161865234375,45.161865234375,665.617919921875
458,32,34,285.0,-225.0,65.92901611328125,45.92901611328125,666.3850708007812
459,32,35,315.0,-225.0,66.5848388671875,46.5848388671875,667.0408935546875
460,32,36,345.0,-225.0,67.3365478515625,47.3365478515625,667.7926025390625
461,32,37,375.0,-225.0,68.16400146484375,48.16400146484375,668.6200561523438
462,32,38,405.0,-225.0,68.7454833984375,48.7454833984375,669.2015380859375
463,32,39,435.0,-225.0,68.85430908203125,48.85430908203125,669.3103637695312
464,32,40,465.0,-225.0,68.5469970703125,48.5469970703125,669.0030517578125
465,32,41,495.0,-225.0,67.99920654296875,47.99920654296875,668.4552612304688
466,32,42,525.0,-225.0,67.2642822265625,47.2642822265625,667.7203369140625
467,32,43,555.0,-225.0,66.27935791015625,46.27935791015625,666.7354125976562
468,32,44,585.0,-225.0,65.03759765625,45.03759765625,665.49365234375
469,32,45,615.0,-225.0,63.8104248046875,43.8104248046875,664.2664794921875
470,32,46,645.0,-225.0,62.91229248046875,42.91229248046875,663.3683471679688
471,32,47,675.0,-225.0,62.72979736328125,42.72979736328125,663.1858520507812
472,32,48,705.0,-225.0,63.492431640625,43.492431640625,663.948486328125
473,32,49,735.0,-225.0,65.00836181640625,45.00836181640625,665.4644165039062
474,33,49,735.0,-255.0,66.91912841796875,46.91912841796875,667.3751831054688
475,34,49,735.0,-285.0,68.6611328125,48.6611328125,669.1171875
476,35,49,735.0,-315.0,70.274658203125,50.274658203125,670.730712890625
477,36,49,735.0,-345.0,71.85858154296875,51.85858154296875,672.3146362304688
478,36,48,705.0,-345.0,72.1575927734375,52.1575927734375,672.6136474609375
479,36,47,675.0,-345.0,73.42340087890625,53.42340087890625,673.8794555664062
480,36,46,645.0,-345.0,75.38623046875,55.38623046875,675.84228515625
481,36,45,615.0,-345.0,77.68597412109375,57.68597412109375,678.1420288085938
482,36,44,585.0,-345.0,79.49029541015625,59.49029541015625,679.9463500976562
483,36,43,555.0,-345.0,80.1024169921875,60.1024169921875,680.5584716796875
484,36,42,525.0,-345.0,79.65576171875,59.65576171875,680.11181640625
485,36,41,495.0,-345.0,78.715087890625,58.715087890625,679.171142578125
486,36,40,465.0,-345.0,77.688232421875,57.688232421875,678.144287109375
487,36,39,435.0,-345.0,76.6328125,56.6328125,677.0888671875
488,36,38,405.0,-345.0,75.40283203125,55.40283203125,675.85888671875
489,36,37,375.0,-345.0,73.86651611328125,53.86651611328125,674.3225708007812
490,36,36,345.0,-345.0,72.0650634765625,52.0650634765625,672.5211181640625
491,36,35,315.0,-345.0,70.17718505859375,50.17718505859375,670.6332397460938
492,36,34,285.0,-345.0,68.3082275390625,48.3082275390625,668.7642822265625
493,36,33,255.0,-345.0,66.47930908203125,46.47930908203125,666.9353637695312
494,36,32,225.0,-345.0,64.56640625,44.56640625,665.0224609375
495,36,31,195.0,-345.0,62.71392822265625,42.71392822265625,663.1699829101562
496,36,30,165.0,-345.0,60.89898681640625,40.89898681640625,661.3550415039062
497,36,29,135.0,-345.0,59.3125,39.3125,659.7685546875
498,36,28,105.0,-345.0,57.75775146484375,37.75775146484375,658.2138061523438
499,36,27,75.0,-345.0,56.22308349609375,36.22308349609375,656.6791381835938
500,36,26,45.0,-345.0,54.8267822265625,34.8267822265625,655.2828369140625
501,36,25,15.0,-345.0,53.31005859375,33.31005859375,653.76611328125
502,36,24,-15.0,-345.0,51.58697509765625,31.58697509765625,652.0430297851562
503,36,23,-45.0,-345.0,49.39312744140625,29.39312744140625,649.8491821289062
504,36,22,-75.0,-345.0,47.159423828125,27.159423828125,647.615478515625
505,36,21,-105.0,-345.0,45.163330078125,25.163330078125,645.619384765625
506,36,20,-135.0,-345.0,43.77056884765625,23.77056884765625,644.2266235351562
507,36,19,-165.0,-345.0,42.6083984375,22.6083984375,643.064453125
508,36,18,-195.0,-345.0,41.2806396484375,21.2806396484375,641.7366943359375
509,36,17,-225.0,-345.0,39.32965087890625,19.32965087890625,639.7857055664062
510,36,16,-255.0,-345.0,37.13818359375,17.13818359375,637.59423828125
511,36,15,-285.0,-345.0,35.20062255859375,15.20062255859375,635.6566772460938
512,36,14,-315.0,-345.0,33.849365234375,13.849365234375,634.305419921875
513,36,13,-345.0,-345.0,32.89422607421875,12.89422607421875,633.3502807617188
514,36,12,-375.0,-345.0,32.06640625,12.06640625,632.5224609375
515,36,11,-405.0,-345.0,30.8988037109375,10.8988037109375,631.3548583984375
516,36,10,-435.0,-345.0,29.49017333984375,9.49017333984375,629.9462280273438
517,36,9,-465.0,-345.0,28.26202392578125,8.26202392578125,628.7180786132812
518,36,8,-495.0,-345.0,27.7032470703125,7.7032470703125,628.1593017578125
519,36,7,-525.0,-345.0,27.41204833984375,7.41204833984375,627.8681030273438
520,36,6,-555.0,-345.0,26.69439697265625,6.69439697265625,627.1504516601562
521,36,5,-585.0,-345.0,25.3377685546875,5.3377685546875,625.7938232421875
522,36,4,-615.0,-345.0,23.6728515625,3.6728515625,624.12890625
523,36,3,-645.0,-345.0,22.5692138671875,2.5692138671875,623.0252685546875
524,36,2,-675.0,-345.0,22.0379638671875,2.0379638671875,622.4940185546875
525,36,1,-705.0,-345.0,21.89642333984375,1.89642333984375,622.3524780273438
526,36,0,-735.0,-345.0,22.12158203125,2.12158203125,622.57763671875
527,37,0,-735.0,-375.0,21.58013916015625,1.58013916015625,622.0361938476562
528,38,0,-735.0,-405.0,21.206298828125,1.206298828125,621.662353515625
529,39,0,-735.0,-435.0,20.94195556640625,0.94195556640625,621.3980102539062
530,40,0,-735.0,-465.0,20.43365478515625,0.43365478515625,620.8897094726562
531,40,1,-705.0,-465.0,21.31658935546875,1.31658935546875,621.7726440429688
532,40,2,-675.0,-465.0,22.683349609375,2.683349609375,623.139404296875
533,40,3,-645.0,-465.0,24.4573974609375,4.4573974609375,624.9134521484375
534,40,4,-615.0,-465.0,26.46795654296875,6.46795654296875,626.9240112304688
535,40,5,-585.0,-465.0,28.59783935546875,8.59783935546875,629.0538940429688
536,40,6,-555.0,-465.0,30.48150634765625,10.48150634765625,630.9375610351562
537,40,7,-525.0,-465.0,31.6549072265625,11.6549072265625,632.1109619140625
538,40,8,-495.0,-465.0,32.042724609375,12.042724609375,632.498779296875
539,40,9,-465.0,-465.0,32.1578369140625,12.1578369140625,632.6138916015625
540,40,10,-435.0,-465.0,32.564208984375,12.564208984375,633.020263671875
541,40,11,-405.0,-465.0,33.60028076171875,13.60028076171875,634.0563354492188
542,40,12,-375.0,-465.0,34.65533447265625,14.65533447265625,635.1113891601562
543,40,13,-345.0,-465.0,35.72113037109375,15.72113037109375,636.1771850585938
544,40,14,-315.0,-465.0,36.81939697265625,16.81939697265625,637.2754516601562
545,40,15,-285.0,-465.0,37.96527099609375,17.96527099609375,638.4213256835938
546,40,16,-255.0,-465.0,39.02081298828125,19.02081298828125,639.4768676757812
547,40,17,-225.0,-465.0,39.99456787109375,19.99456787109375,640.4506225585938
548,40,18,-195.0,-465.0,41.1378173828125,21.1378173828125,641.5938720703125
549,40,19,-165.0,-465.0,42.29168701171875,22.29168701171875,642.7477416992188
550,40,20,-135.0,-465.0,43.54595947265625,23.54595947265625,644.0020141601562
551,40,21,-105.0,-465.0,45.03125,25.03125,645.4873046875
552,40,22,-75.0,-465.0,46.62115478515625,26.62115478515625,647.0772094726562
553,40,23,-45.0,-465.0,48.33929443359375,28.33929443359375,648.7953491210938
554,40,24,-15.0,-465.0,49.90106201171875,29.90106201171875,650.3571166992188
555,40,25,15.0,-465.0,51.62274169921875,31.62274169921875,652.0787963867188
556,40,26,45.0,-465.0,53.3214111328125,33.3214111328125,653.7774658203125
557,40,27,75.0,-465.0,54.98480224609375,34.98480224609375,655.4408569335938
558,40,28,105.0,-465.0,56.52545166015625,36.52545166015625,656.9815063476562
559,40,29,135.0,-465.0,58.27081298828125,38.27081298828125,658.7268676757812
560,40,30,165.0,-465.0,60.12872314453125,40.12872314453125,660.5847778320312
561,40,31,195.0,-465.0,62.31256103515625,42.31256103515625,662.7686157226562
562,40,32,225.0,-465.0,64.2711181640625,44.2711181640625,664.7271728515625
563,40,33,255.0,-465.0,65.77667236328125,45.77667236328125,666.2327270507812
564,40,34,285.0,-465.0,67.0848388671875,47.0848388671875,667.5408935546875
565,40,35,315.0,-465.0,68.65716552734375,48.65716552734375,669.1132202148438
566,40,36,345.0,-465.0,70.81072998046875,50.81072998046875,671.2667846679688
567,40,37,375.0,-465.0,73.367431640625,53.367431640625,673.823486328125
568,40,38,405.0,-465.0,75.71539306640625,55.71539306640625,676.1714477539062
569,40,39,435.0,-465.0,77.7418212890625,57.7418212890625,678.1978759765625
570,40,40,465.0,-465.0,79.60321044921875,59.60321044921875,680.0592651367188
571,40,41,495.0,-465.0,81.8201904296875,61.8201904296875,682.2762451171875
572,40,42,525.0,-465.0,83.8975830078125,63.8975830078125,684.3536376953125
573,40,43,555.0,-465.0,85.391845703125,65.391845703125,685.847900390625
574,40,44,585.0,-465.0,86.375244140625,66.375244140625,686.831298828125
575,40,45,615.0,-465.0,86.02899169921875,66.02899169921875,686.4850463867188
576,40,46,645.0,-465.0,84.99859619140625,64.99859619140625,685.4546508789062
577,40,47,675.0,-465.0,83.39727783203125,63.39727783203125,683.8533325195312
578,40,48,705.0,-465.0,82.476806640625,62.476806640625,682.932861328125
579,40,49,735.0,-465.0,81.920654296875,61.920654296875,682.376708984375
580,41,49,735.0,-495.0,85.38336181640625,65.38336181640625,685.8394165039062
581,42,49,735.0,-525.0,88.5537109375,68.5537109375,689.009765625
582,43,49,735.0,-555.0,90.8116455078125,70.8116455078125,691.2677001953125
583,44,49,735.0,-585.0,91.93927001953125,71.93927001953125,692.3953247070312
584,44,48,705.0,-585.0,90.02471923828125,70.02471923828125,690.4807739257812
585,44,47,675.0,-585.0,87.85186767578125,67.85186767578125,688.3079223632812
586,44,46,645.0,-585.0,85.78668212890625,65.78668212890625,686.2427368164062
587,44,45,615.0,-585.0,83.9664306640625,63.9664306640625,684.4224853515625
588,44,44,585.0,-585.0,82.50927734375,62.50927734375,682.96533203125
589,44,43,555.0,-585.0,81.595947265625,61.595947265625,682.052001953125
590,44,42,525.0,-585.0,80.90570068359375,60.90570068359375,681.3617553710938
591,44,41,495.0,-585.0,79.87689208984375,59.87689208984375,680.3329467773438
592,44,40,465.0,-585.0,78.12567138671875,58.12567138671875,678.5817260742188
593,44,39,435.0,-585.0,75.7496337890625,55.7496337890625,676.2056884765625
594,44,38,405.0,-585.0,73.1273193359375,53.1273193359375,673.5833740234375
595,44,37,375.0,-585.0,70.49468994140625,50.49468994140625,670.9507446289062
596,44,36,345.0,-585.0,68.06744384765625,48.06744384765625,668.5234985351562
597,44,35,315.0,-585.0,66.17938232421875,46.17938232421875,666.6354370117188
598,44,34,285.0,-585.0,64.88525390625,44.88525390625,665.34130859375
599,44,33,255.0,-585.0,63.767578125,43.767578125,664.2236328125
600,44,32,225.0,-585.0,62.268798828125,42.268798828125,662.724853515625
601,44,31,195.0,-585.0,60.0836181640625,40.0836181640625,660.5396728515625
602,44,30,165.0,-585.0,57.5723876953125,37.5723876953125,658.0284423828125
603,44,29,135.0,-585.0,55.25445556640625,35.25445556640625,655.7105102539062
604,44,28,105.0,-585.0,53.32672119140625,33.32672119140625,653.7827758789062
605,44,27,75.0,-585.0,51.62744140625,31.62744140625,652.08349609375
606,44,26,45.0,-585.0,49.8814697265625,29.8814697265625,650.3375244140625
607,44,25,15.0,-585.0,48.1337890625,28.1337890625,648.58984375
608,44,24,-15.0,-585.0,46.58746337890625,26.58746337890625,647.0435180664062
609,44,23,-45.0,-585.0,45.50341796875,25.50341796875,645.95947265625
610,44,22,-75.0,-585.0,44.8172607421875,24.8172607421875,645.2733154296875
611,44,21,-105.0,-585.0,44.34661865234375,24.34661865234375,644.8026733398438
612,44,20,-135.0,-585.0,43.95819091796875,23.95819091796875,644.4142456054688
613,44,19,-165.0,-585.0,43.51690673828125,23.51690673828125,643.9729614257812
614,44,18,-195.0,-585.0,42.888427734375,22.888427734375,643.344482421875
615,44,17,-225.0,-585.0,41.95904541015625,21.95904541015625,642.4151000976562
616,44,16,-255.0,-585.0,40.94036865234375,20.94036865234375,641.3964233398438
617,44,15,-285.0,-585.0,40.00927734375,20.00927734375,640.46533203125
618,44,14,-315.0,-585.0,39.34857177734375,19.34857177734375,639.8046264648438
619,44,13,-345.0,-585.0,38.87371826171875,18.87371826171875,639.3297729492188
620,44,12,-375.0,-585.0,38.27508544921875,18.27508544921875,638.7311401367188
621,44,11,-405.0,-585.0,37.347900390625,17.347900390625,637.803955078125
622,44,10,-435.0,-585.0,36.18426513671875,16.18426513671875,636.6403198242188
623,44,9,-465.0,-585.0,35.1387939453125,15.1387939453125,635.5948486328125
624,44,8,-495.0,-585.0,34.2738037109375,14.2738037109375,634.7298583984375
625,44,7,-525.0,-585.0,33.44287109375,13.44287109375,633.89892578125
626,44,6,-555.0,-585.0,32.47802734375,12.47802734375,632.93408203125
627,44,5,-585.0,-585.0,31.37457275390625,11.37457275390625,631.8306274414062
628,44,4,-615.0,-585.0,29.99334716796875,9.99334716796875,630.4494018554688
629,44,3,-645.0,-585.0,28.1624755859375,8.1624755859375,628.6185302734375
630,44,2,-675.0,-585.0,25.88385009765625,5.88385009765625,626.3399047851562
631,44,1,-705.0,-585.0,23.5252685546875,3.5252685546875,623.9813232421875
632,44,0,-735.0,-585.0,21.54425048828125,1.54425048828125,622.0003051757812
633,45,0,-735.0,-615.0,22.739501953125,2.739501953125,623.195556640625
634,46,0,-735.0,-645.0,23.7958984375,3.7958984375,624.251953125
635,47,0,-735.0,-675.0,24.11981201171875,4.11981201171875,624.5758666992188
636,48,0,-735.0,-705.0,24.2362060546875,4.2362060546875,624.6922607421875
637,48,1,-705.0,-705.0,26.76861572265625,6.76861572265625,627.2246704101562
638,48,2,-675.0,-705.0,28.8563232421875,8.8563232421875,629.3123779296875
639,48,3,-645.0,-705.0,30.67901611328125,10.67901611328125,631.1350708007812
640,48,4,-615.0,-705.0,32.1683349609375,12.1683349609375,632.6243896484375
641,48,5,-585.0,-705.0,33.4483642578125,13.4483642578125,633.9044189453125
642,48,6,-555.0,-705.0,34.4649658203125,14.4649658203125,634.9210205078125
643,48,7,-525.0,-705.0,35.3095703125,15.3095703125,635.765625
644,48,8,-495.0,-705.0,36.2637939453125,16.2637939453125,636.7198486328125
645,48,9,-465.0,-705.0,37.315185546875,17.315185546875,637.771240234375
646,48,10,-435.0,-705.0,38.29669189453125,18.29669189453125,638.7527465820312
647,48,11,-405.0,-705.0,38.92132568359375,18.92132568359375,639.3773803710938
648,48,12,-375.0,-705.0,39.239990234375,19.239990234375,639.696044921875
649,48,13,-345.0,-705.0,39.1033935546875,19.1033935546875,639.5594482421875
650,48,14,-315.0,-705.0,38.7779541015625,18.7779541015625,639.2340087890625
651,48,15,-285.0,-705.0,38.69793701171875,18.69793701171875,639.1539916992188
652,48,16,-255.0,-705.0,39.27679443359375,19.27679443359375,639.7328491210938
653,48,17,-225.0,-705.0,40.2183837890625,20.2183837890625,640.6744384765625
654,48,18,-195.0,-705.0,40.780029296875,20.780029296875,641.236083984375
655,48,19,-165.0,-705.0,41.0584716796875,21.0584716796875,641.5145263671875
656,48,20,-135.0,-705.0,41.1236572265625,21.1236572265625,641.5797119140625
657,48,21,-105.0,-705.0,41.011962890625,21.011962890625,641.468017578125
658,48,22,-75.0,-705.0,41.0635986328125,21.0635986328125,641.5196533203125
659,48,23,-45.0,-705.0,41.42620849609375,21.42620849609375,641.8822631835938
660,48,24,-15.0,-705.0,42.677490234375,22.677490234375,643.133544921875
661,48,25,15.0,-705.0,44.497314453125,24.497314453125,644.953369140625
662,48,26,45.0,-705.0,46.63214111328125,26.63214111328125,647.0881958007812
663,48,27,75.0,-705.0,48.943359375,28.943359375,649.3994140625
664,48,28,105.0,-705.0,51.17950439453125,31.17950439453125,651.6355590820312
665,48,29,135.0,-705.0,53.33892822265625,33.33892822265625,653.7949829101562
666,48,30,165.0,-705.0,55.288330078125,35.288330078125,655.744384765625
667,48,31,195.0,-705.0,57.17431640625,37.17431640625,657.63037109375
668,48,32,225.0,-705.0,58.9541015625,38.9541015625,659.41015625
669,48,33,255.0,-705.0,60.68017578125,40.68017578125,661.13623046875
670,48,34,285.0,-705.0,62.18115234375,42.18115234375,662.63720703125
671,48,35,315.0,-705.0,63.44805908203125,43.44805908203125,663.9041137695312
672,48,36,345.0,-705.0,64.518798828125,44.518798828125,664.974853515625
673,48,37,375.0,-705.0,65.6929931640625,45.6929931640625,666.1490478515625
674,48,38,405.0,-705.0,67.29547119140625,47.29547119140625,667.7515258789062
675,48,39,435.0,-705.0,69.54071044921875,49.54071044921875,669.9967651367188
676,48,40,465.0,-705.0,72.053955078125,52.053955078125,672.510009765625
677,48,41,495.0,-705.0,74.3134765625,54.3134765625,674.76953125
678,48,42,525.0,-705.0,75.7467041015625,55.7467041015625,676.2027587890625
679,48,43,555.0,-705.0,76.7457275390625,56.7457275390625,677.2017822265625
680,48,44,585.0,-705.0,78.1468505859375,58.1468505859375,678.6029052734375
681,48,45,615.0,-705.0,80.17706298828125,60.17706298828125,680.6331176757812
682,48,46,645.0,-705.0,82.46881103515625,62.46881103515625,682.9248657226562
683,48,47,675.0,-705.0,84.55596923828125,64.55596923828125,685.0120239257812
684,48,48,705.0,-705.0,86.5855712890625,66.5855712890625,687.0416259765625
685,48,49,735.0,-705.0,88.44439697265625,68.44439697265625,688.9004516601562
