route_name,horizontal_distance_m,distance_3d_m,elevation_gain_m,elevation_loss_m,maximum_slope_deg,normalized_energy_cost,planning_time_s,expanded_nodes,path_points
baseline,2220.0,2221.6204527209156,66.39251708984375,3.3985595703125,4.83344064794123,2885.545623619353,0.019798299996182323,1925,75
astar_energia,2220.0,2221.652479465629,65.79083251953125,2.796875,4.83344064794123,2879.5608046609414,0.03113160000066273,3260,75
