route_name,horizontal_distance_m,distance_3d_m,elevation_gain_m,elevation_loss_m,maximum_slope_deg,normalized_energy_cost,planning_time_s,expanded_nodes,path_points
cobertura_boustrophedon,21846.39610306789,21875.348109485025,480.4945068359375,441.97857666015625,12.966204212940614,26680.2931778444,0.05818360000557732,1624,723
